date,year,team,opponent,team_score,opponent_score,margin,result,tournament
2010-11-27,2010,England,South Africa,11,21,-10,Loss,2010 Autumn International
2010-11-27,2010,France,Australia,16,59,-43,Loss,2010 Autumn International
2010-11-27,2010,New Zealand,Wales,37,25,12,Win,2010 Autumn International
2010-11-27,2010,South Africa,England,21,11,10,Win,2010 Autumn International
2010-11-27,2010,Wales,New Zealand,25,37,-12,Loss,2010 Autumn International
2010-11-28,2010,Argentina,Ireland,9,29,-20,Loss,2010 Autumn Internationals
2010-11-28,2010,Ireland,Argentina,29,9,20,Win,2010 Autumn Internationals
2011-02-04,2011,England,Wales,26,19,7,Win,2011 Six Nations Championship
2011-02-04,2011,Wales,England,19,26,-7,Loss,2011 Six Nations Championship
2011-02-05,2011,France,Scotland,34,21,13,Win,2011 Six Nations Championship
2011-02-05,2011,Ireland,Italy,13,11,2,Win,2011 Six Nations Championship
2011-02-05,2011,Italy,Ireland,11,13,-2,Loss,2011 Six Nations Championship
2011-02-12,2011,England,Italy,59,13,46,Win,2011 Six Nations Championship
2011-02-12,2011,Italy,England,13,59,-46,Loss,2011 Six Nations Championship
2011-02-12,2011,Wales,Scotland,24,6,18,Win,2011 Six Nations Championship
2011-02-13,2011,France,Ireland,25,22,3,Win,2011 Six Nations Championship
2011-02-13,2011,Ireland,France,22,25,-3,Loss,2011 Six Nations Championship
2011-02-26,2011,England,France,17,9,8,Win,2011 Six Nations Championship
2011-02-26,2011,France,England,9,17,-8,Loss,2011 Six Nations Championship
2011-02-26,2011,Italy,Wales,16,24,-8,Loss,2011 Six Nations
2011-02-26,2011,Wales,Italy,24,16,8,Win,2011 Six Nations
2011-02-27,2011,Ireland,Scotland,21,18,3,Win,2011 Six Nations Championship
2011-03-12,2011,France,Italy,21,22,-1,Loss,2011 Six Nations Championship
2011-03-12,2011,Ireland,Wales,13,19,-6,Loss,2011 Six Nations Championship
2011-03-12,2011,Italy,France,22,21,1,Win,2011 Six Nations Championship
2011-03-12,2011,Wales,Ireland,19,13,6,Win,2011 Six Nations Championship
2011-03-13,2011,England,Scotland,22,16,6,Win,2011 Six Nations Championship
2011-03-19,2011,England,Ireland,8,24,-16,Loss,2011 Six Nations Championship
2011-03-19,2011,France,Wales,28,9,19,Win,2011 Six Nations Championship
2011-03-19,2011,Ireland,England,24,8,16,Win,2011 Six Nations Championship
2011-03-19,2011,Italy,Scotland,8,21,-13,Loss,2011 Six Nations Championship
2011-03-19,2011,Wales,France,9,28,-19,Loss,2011 Six Nations Championship
2011-07-23,2011,Australia,South Africa,39,20,19,Win,2011 Tri Nations Series
2011-07-23,2011,South Africa,Australia,20,39,-19,Loss,2011 Tri Nations Series
2011-07-30,2011,New Zealand,South Africa,40,7,33,Win,2011 Tri Nations Series
2011-07-30,2011,South Africa,New Zealand,7,40,-33,Loss,2011 Tri Nations Series
2011-08-06,2011,Australia,New Zealand,14,30,-16,Loss,2011 Tri Nations Series
2011-08-06,2011,England,Wales,23,19,4,Win,2011 Rugby World Cup warm-up
2011-08-06,2011,Ireland,Scotland,6,10,-4,Loss,2011 Rugby World Cup warm-up tests
2011-08-06,2011,New Zealand,Australia,30,14,16,Win,2011 Tri Nations Series
2011-08-06,2011,Wales,England,19,23,-4,Loss,2011 Rugby World Cup warm-up
2011-08-13,2011,Australia,South Africa,14,9,5,Win,2011 Tri Nations Series
2011-08-13,2011,England,Wales,9,19,-10,Loss,2011 Rugby World Cup warm-up
2011-08-13,2011,France,Ireland,19,12,7,Win,2011 Rugby World Cup warm up
2011-08-13,2011,Ireland,France,12,19,-7,Loss,2011 Rugby World Cup warm up
2011-08-13,2011,South Africa,Australia,9,14,-5,Loss,2011 Tri Nations Series
2011-08-13,2011,Wales,England,19,9,10,Win,2011 Rugby World Cup warm-up
2011-08-20,2011,Argentina,Wales,13,28,-15,Loss,2011 Rugby World Cup warm-up match
2011-08-20,2011,France,Ireland,26,22,4,Win,2011 Rugby World Cup warm up
2011-08-20,2011,Ireland,France,22,26,-4,Loss,2011 Rugby World Cup warm up
2011-08-20,2011,Italy,Scotland,12,23,-11,Loss,2011 Rugby World Cup Warm up
2011-08-20,2011,New Zealand,South Africa,5,18,-13,Loss,2011 Tri Nations Series
2011-08-20,2011,South Africa,New Zealand,18,5,13,Win,2011 Tri Nations Series
2011-08-20,2011,Wales,Argentina,28,13,15,Win,2011 Rugby World Cup warm-up match
2011-08-27,2011,Australia,New Zealand,25,20,5,Win,2011 Tri Nations Series
2011-08-27,2011,England,Ireland,20,9,11,Win,2011 Rugby World Cup Warm-up
2011-08-27,2011,Ireland,England,9,20,-11,Loss,2011 Rugby World Cup Warm-up
2011-08-27,2011,New Zealand,Australia,20,25,-5,Loss,2011 Tri Nations Series
2011-09-10,2011,Argentina,England,9,13,-4,Loss,2011 Rugby World Cup Pool match
2011-09-10,2011,England,Argentina,13,9,4,Win,2011 Rugby World Cup Pool match
2011-09-11,2011,Australia,Italy,32,6,26,Win,2011 Rugby World Cup Pool match
2011-09-11,2011,Italy,Australia,6,32,-26,Loss,2011 Rugby World Cup Pool match
2011-09-11,2011,South Africa,Wales,17,16,1,Win,2011 Rugby World Cup Pool match
2011-09-11,2011,Wales,South Africa,16,17,-1,Loss,2011 Rugby World Cup Pool match
2011-09-17,2011,Australia,Ireland,6,15,-9,Loss,2011 Rugby World Cup
2011-09-17,2011,Ireland,Australia,15,6,9,Win,2011 Rugby World Cup
2011-09-24,2011,France,New Zealand,17,37,-20,Loss,2011 Rugby World Cup
2011-09-24,2011,New Zealand,France,37,17,20,Win,2011 Rugby World Cup
2011-09-25,2011,Argentina,Scotland,13,12,1,Win,2011 Rugby World Cup Pool match
2011-10-01,2011,England,Scotland,16,12,4,Win,2011 Rugby World Cup Pool Match
2011-10-02,2011,Ireland,Italy,36,6,30,Win,2011 Rugby World Cup
2011-10-02,2011,Italy,Ireland,6,36,-30,Loss,2011 Rugby World Cup
2011-10-08,2011,England,France,12,19,-7,Loss,2011 Rugby World Cup quarter-final
2011-10-08,2011,France,England,19,12,7,Win,2011 Rugby World Cup quarter-final
2011-10-08,2011,Ireland,Wales,10,22,-12,Loss,2011 Rugby World Cup
2011-10-08,2011,Wales,Ireland,22,10,12,Win,2011 Rugby World Cup
2011-10-09,2011,Argentina,New Zealand,10,33,-23,Loss,2011 Rugby World Cup Quarter-finals
2011-10-09,2011,Australia,South Africa,11,9,2,Win,2011 Rugby World Cup Quarter-final
2011-10-09,2011,New Zealand,Argentina,33,10,23,Win,2011 Rugby World Cup Quarter-finals
2011-10-09,2011,South Africa,Australia,9,11,-2,Loss,2011 Rugby World Cup Quarter-final
2011-10-15,2011,France,Wales,9,8,1,Win,2011 rugby World Cup Semi-finals
2011-10-15,2011,Wales,France,8,9,-1,Loss,2011 rugby World Cup Semi-finals
2011-10-16,2011,Australia,New Zealand,6,20,-14,Loss,2011 Rugby World Cup Semi-final
2011-10-16,2011,New Zealand,Australia,20,6,14,Win,2011 Rugby World Cup Semi-final
2011-10-21,2011,Australia,Wales,21,18,3,Win,2011 Rugby World Cup bronze final
2011-10-21,2011,Wales,Australia,18,21,-3,Loss,2011 Rugby World Cup bronze final
2011-10-23,2011,France,New Zealand,7,8,-1,Loss,2011 Rugby World Cup Final
2011-10-23,2011,New Zealand,France,8,7,1,Win,2011 Rugby World Cup Final
2011-12-03,2011,Australia,Wales,24,18,6,Win,2011 Autumn International
2011-12-03,2011,Wales,Australia,18,24,-6,Loss,2011 Autumn International
2012-02-04,2012,England,Scotland,13,6,7,Win,2012 Six Nations Championship
2012-02-04,2012,France,Italy,30,12,18,Win,2012 Six Nations Championship
2012-02-04,2012,Italy,France,12,30,-18,Loss,2012 Six Nations Championship
2012-02-05,2012,Ireland,Wales,21,23,-2,Loss,2012 Six Nations Championship
2012-02-05,2012,Wales,Ireland,23,21,2,Win,2012 Six Nations Championship
2012-02-11,2012,England,Italy,19,15,4,Win,2012 Six Nations Championship
2012-02-11,2012,Italy,England,15,19,-4,Loss,2012 Six Nations Championship
2012-02-12,2012,Wales,Scotland,27,13,14,Win,2012 Six Nations Championship
2012-02-25,2012,England,Wales,12,19,-7,Loss,2012 Six Nations Championship
2012-02-25,2012,Ireland,Italy,42,10,32,Win,2012 Six Nations Championship
2012-02-25,2012,Italy,Ireland,10,42,-32,Loss,2012 Six Nations Championship
2012-02-25,2012,Wales,England,19,12,7,Win,2012 Six Nations Championship
2012-02-26,2012,France,Scotland,23,17,6,Win,2012 Six Nations Championship
2012-03-04,2012,France,Ireland,17,17,0,Draw,2012 Six Nations Championship
2012-03-04,2012,Ireland,France,17,17,0,Draw,2012 Six Nations Championship
2012-03-10,2012,Ireland,Scotland,32,14,18,Win,2012 Six Nations Championship
2012-03-10,2012,Italy,Wales,3,24,-21,Loss,2012 Six Nations
2012-03-10,2012,Wales,Italy,24,3,21,Win,2012 Six Nations
2012-03-11,2012,England,France,24,22,2,Win,2012 Six Nations Championship
2012-03-11,2012,France,England,22,24,-2,Loss,2012 Six Nations Championship
2012-03-17,2012,England,Ireland,30,9,21,Win,2012 Six Nations Championship
2012-03-17,2012,France,Wales,9,16,-7,Loss,2012 Six Nations Championship
2012-03-17,2012,Ireland,England,9,30,-21,Loss,2012 Six Nations Championship
2012-03-17,2012,Italy,Scotland,13,6,7,Win,2012 Six Nations Championship
2012-03-17,2012,Wales,France,16,9,7,Win,2012 Six Nations Championship
2012-06-05,2012,Australia,Scotland,6,9,-3,Loss,"2012 Scotland tour of Australia, Fiji and Samoa"
2012-06-09,2012,Argentina,Italy,37,22,15,Win,2012 June rugby union tests
2012-06-09,2012,Australia,Wales,27,19,8,Win,2012 Wales tour of Australia
2012-06-09,2012,England,South Africa,17,22,-5,Loss,2012 England rugby union tour of South Africa
2012-06-09,2012,Ireland,New Zealand,10,42,-32,Loss,2012 Ireland rugby union tour of New Zealand
2012-06-09,2012,Italy,Argentina,22,37,-15,Loss,2012 June rugby union tests
2012-06-09,2012,New Zealand,Ireland,42,10,32,Win,2012 Ireland rugby union tour of New Zealand
2012-06-09,2012,South Africa,England,22,17,5,Win,2012 England rugby union tour of South Africa
2012-06-09,2012,Wales,Australia,19,27,-8,Loss,2012 Wales tour of Australia
2012-06-16,2012,Argentina,France,23,20,3,Win,2012 France tour of Argentina
2012-06-16,2012,Australia,Wales,25,23,2,Win,2012 Wales tour of Australia
2012-06-16,2012,England,South Africa,27,36,-9,Loss,2012 England rugby union tour of South Africa
2012-06-16,2012,France,Argentina,20,23,-3,Loss,2012 France tour of Argentina
2012-06-16,2012,Ireland,New Zealand,19,22,-3,Loss,2012 Ireland rugby union tour of New Zealand
2012-06-16,2012,New Zealand,Ireland,22,19,3,Win,2012 Ireland rugby union tour of New Zealand
2012-06-16,2012,South Africa,England,36,27,9,Win,2012 England rugby union tour of South Africa
2012-06-16,2012,Wales,Australia,23,25,-2,Loss,2012 Wales tour of Australia
2012-06-23,2012,Argentina,France,10,49,-39,Loss,2012 France tour of Argentina
2012-06-23,2012,Australia,Wales,20,19,1,Win,2012 Wales tour of Australia
2012-06-23,2012,England,South Africa,14,14,0,Draw,2012 England rugby union tour of South Africa
2012-06-23,2012,France,Argentina,49,10,39,Win,2012 France tour of Argentina
2012-06-23,2012,Ireland,New Zealand,0,60,-60,Loss,2012 Ireland rugby union tour of New Zealand
2012-06-23,2012,New Zealand,Ireland,60,0,60,Win,2012 Ireland rugby union tour of New Zealand
2012-06-23,2012,South Africa,England,14,14,0,Draw,2012 England rugby union tour of South Africa
2012-06-23,2012,Wales,Australia,19,20,-1,Loss,2012 Wales tour of Australia
2012-08-18,2012,Argentina,South Africa,6,27,-21,Loss,2012 Rugby Championship
2012-08-18,2012,Australia,New Zealand,19,27,-8,Loss,2012 Rugby Championship
2012-08-18,2012,New Zealand,Australia,27,19,8,Win,2012 Rugby Championship
2012-08-18,2012,South Africa,Argentina,27,6,21,Win,2012 Rugby Championship
2012-08-25,2012,Argentina,South Africa,16,16,0,Draw,2012 Rugby Championship
2012-08-25,2012,Australia,New Zealand,0,22,-22,Loss,2012 Rugby Championship
2012-08-25,2012,New Zealand,Australia,22,0,22,Win,2012 Rugby Championship
2012-08-25,2012,South Africa,Argentina,16,16,0,Draw,2012 Rugby Championship
2012-09-08,2012,Argentina,New Zealand,5,21,-16,Loss,2012 Rugby Championship
2012-09-08,2012,Australia,South Africa,26,19,7,Win,2012 Rugby Championship
2012-09-08,2012,New Zealand,Argentina,21,5,16,Win,2012 Rugby Championship
2012-09-08,2012,South Africa,Australia,19,26,-7,Loss,2012 Rugby Championship
2012-09-15,2012,Argentina,Australia,19,23,-4,Loss,2012 Rugby Championship
2012-09-15,2012,Australia,Argentina,23,19,4,Win,2012 Rugby Championship
2012-09-15,2012,New Zealand,South Africa,21,11,10,Win,2012 Rugby Championship
2012-09-15,2012,South Africa,New Zealand,11,21,-10,Loss,2012 Rugby Championship
2012-09-29,2012,Argentina,New Zealand,15,54,-39,Loss,2012 Rugby Championship
2012-09-29,2012,Australia,South Africa,8,31,-23,Loss,2012 Rugby Championship
2012-09-29,2012,New Zealand,Argentina,54,15,39,Win,2012 Rugby Championship
2012-09-29,2012,South Africa,Australia,31,8,23,Win,2012 Rugby Championship
2012-10-06,2012,Argentina,Australia,19,25,-6,Loss,2012 Rugby Championship
2012-10-06,2012,Australia,Argentina,25,19,6,Win,2012 Rugby Championship
2012-10-06,2012,New Zealand,South Africa,32,16,16,Win,2012 Rugby Championship
2012-10-06,2012,South Africa,New Zealand,16,32,-16,Loss,2012 Rugby Championship
2012-10-20,2012,Australia,New Zealand,18,18,0,Draw,2012 Autumn International
2012-10-20,2012,New Zealand,Australia,18,18,0,Draw,2012 Autumn International
2012-11-10,2012,Argentina,Wales,26,12,14,Win,2012 Autumn International
2012-11-10,2012,Australia,France,6,33,-27,Loss,2012 Autumn International
2012-11-10,2012,France,Australia,33,6,27,Win,2012 Autumn International
2012-11-10,2012,Ireland,South Africa,12,16,-4,Loss,2012 end-of-year test
2012-11-10,2012,South Africa,Ireland,16,12,4,Win,2012 end-of-year test
2012-11-10,2012,Wales,Argentina,12,26,-14,Loss,2012 Autumn International
2012-11-11,2012,New Zealand,Scotland,51,22,29,Win,2012 Autumn International
2012-11-17,2012,Argentina,France,22,39,-17,Loss,2012 Autumn International
2012-11-17,2012,Australia,England,20,14,6,Win,2012 Autumn International
2012-11-17,2012,England,Australia,14,20,-6,Loss,2012 Autumn International
2012-11-17,2012,France,Argentina,39,22,17,Win,2012 Autumn International
2012-11-17,2012,Italy,New Zealand,10,42,-32,Loss,2012 end-of-year internationals
2012-11-17,2012,New Zealand,Italy,42,10,32,Win,2012 end-of-year internationals
2012-11-17,2012,South Africa,Scotland,21,10,11,Win,2012 Autumn International
2012-11-24,2012,Argentina,Ireland,24,46,-22,Loss,2012 Autumn Internationals
2012-11-24,2012,Australia,Italy,22,19,3,Win,2012 Autumn International
2012-11-24,2012,England,South Africa,15,16,-1,Loss,2012 Autumn International
2012-11-24,2012,Ireland,Argentina,46,24,22,Win,2012 Autumn Internationals
2012-11-24,2012,Italy,Australia,19,22,-3,Loss,2012 Autumn International
2012-11-24,2012,New Zealand,Wales,33,10,23,Win,2012 Autumn International
2012-11-24,2012,South Africa,England,16,15,1,Win,2012 Autumn International
2012-11-24,2012,Wales,New Zealand,10,33,-23,Loss,2012 Autumn International
2012-12-01,2012,Australia,Wales,14,12,2,Win,2012 Autumn International
2012-12-01,2012,England,New Zealand,38,21,17,Win,2012 Autumn International
2012-12-01,2012,New Zealand,England,21,38,-17,Loss,2012 Autumn International
2012-12-01,2012,Wales,Australia,12,14,-2,Loss,2012 Autumn International
2013-02-02,2013,England,Scotland,38,18,20,Win,2013 Six Nations Championship
2013-02-02,2013,Ireland,Wales,30,22,8,Win,2013 Six Nations Championship
2013-02-02,2013,Wales,Ireland,22,30,-8,Loss,2013 Six Nations Championship
2013-02-03,2013,France,Italy,18,23,-5,Loss,2013 Six Nations Championship
2013-02-03,2013,Italy,France,23,18,5,Win,2013 Six Nations Championship
2013-02-09,2013,France,Wales,6,16,-10,Loss,2013 Six Nations Championship
2013-02-09,2013,Italy,Scotland,10,34,-24,Loss,2013 Six Nations Championship
2013-02-09,2013,Wales,France,16,6,10,Win,2013 Six Nations Championship
2013-02-10,2013,England,Ireland,12,6,6,Win,2013 Six Nations Championship
2013-02-10,2013,Ireland,England,6,12,-6,Loss,2013 Six Nations Championship
2013-02-23,2013,England,France,23,13,10,Win,2013 Six Nations Championship
2013-02-23,2013,France,England,13,23,-10,Loss,2013 Six Nations Championship
2013-02-23,2013,Italy,Wales,9,26,-17,Loss,2013 Six Nations
2013-02-23,2013,Wales,Italy,26,9,17,Win,2013 Six Nations
2013-02-24,2013,Ireland,Scotland,8,12,-4,Loss,2013 Six Nations Championship
2013-03-09,2013,France,Ireland,13,13,0,Draw,2013 Six Nations Championship
2013-03-09,2013,Ireland,France,13,13,0,Draw,2013 Six Nations Championship
2013-03-09,2013,Wales,Scotland,28,18,10,Win,2013 Six Nations Championship
2013-03-10,2013,England,Italy,18,11,7,Win,2013 Six Nations Championship
2013-03-10,2013,Italy,England,11,18,-7,Loss,2013 Six Nations Championship
2013-03-16,2013,England,Wales,3,30,-27,Loss,2013 Six Nations Championship
2013-03-16,2013,France,Scotland,23,16,7,Win,2013 Six Nations Championship
2013-03-16,2013,Ireland,Italy,15,22,-7,Loss,2013 Six Nations Championship
2013-03-16,2013,Italy,Ireland,22,15,7,Win,2013 Six Nations Championship
2013-03-16,2013,Wales,England,30,3,27,Win,2013 Six Nations Championship
2013-06-08,2013,Argentina,England,3,32,-29,Loss,2013 England tour of Argentina
2013-06-08,2013,England,Argentina,32,3,29,Win,2013 England tour of Argentina
2013-06-08,2013,France,New Zealand,13,23,-10,Loss,2013 French tour to New Zealand
2013-06-08,2013,Italy,South Africa,10,44,-34,Loss,2013 South African quadrangular tournament
2013-06-08,2013,New Zealand,France,23,13,10,Win,2013 French tour to New Zealand
2013-06-08,2013,South Africa,Italy,44,10,34,Win,2013 South African quadrangular tournament
2013-06-15,2013,Argentina,England,26,51,-25,Loss,2013 England tour of Argentina
2013-06-15,2013,England,Argentina,51,26,25,Win,2013 England tour of Argentina
2013-06-15,2013,France,New Zealand,0,30,-30,Loss,2013 French tour to New Zealand
2013-06-15,2013,New Zealand,France,30,0,30,Win,2013 French tour to New Zealand
2013-06-15,2013,South Africa,Scotland,30,17,13,Win,South African Quadrangular tournament
2013-06-22,2013,France,New Zealand,9,24,-15,Loss,2013 French tour to New Zealand
2013-06-22,2013,Italy,Scotland,29,30,-1,Loss,South African Quadrangular tournament third place final
2013-06-22,2013,New Zealand,France,24,9,15,Win,2013 French tour to New Zealand
2013-08-17,2013,Argentina,South Africa,13,73,-60,Loss,2013 Rugby Championship
2013-08-17,2013,Australia,New Zealand,29,47,-18,Loss,2013 Rugby Championship
2013-08-17,2013,New Zealand,Australia,47,29,18,Win,2013 Rugby Championship
2013-08-17,2013,South Africa,Argentina,73,13,60,Win,2013 Rugby Championship
2013-08-24,2013,Argentina,South Africa,17,22,-5,Loss,2013 Rugby Championship
2013-08-24,2013,Australia,New Zealand,16,27,-11,Loss,2013 Rugby Championship
2013-08-24,2013,New Zealand,Australia,27,16,11,Win,2013 Rugby Championship
2013-08-24,2013,South Africa,Argentina,22,17,5,Win,2013 Rugby Championship
2013-09-07,2013,Argentina,New Zealand,13,28,-15,Loss,2013 Rugby Championship
2013-09-07,2013,Australia,South Africa,12,38,-26,Loss,2013 Rugby Championship
2013-09-07,2013,New Zealand,Argentina,28,13,15,Win,2013 Rugby Championship
2013-09-07,2013,South Africa,Australia,38,12,26,Win,2013 Rugby Championship
2013-09-14,2013,Argentina,Australia,13,14,-1,Loss,2013 Rugby Championship
2013-09-14,2013,Australia,Argentina,14,13,1,Win,2013 Rugby Championship
2013-09-14,2013,New Zealand,South Africa,29,15,14,Win,2013 Rugby Championship
2013-09-14,2013,South Africa,New Zealand,15,29,-14,Loss,2013 Rugby Championship
2013-09-28,2013,Argentina,New Zealand,15,33,-18,Loss,2013 Rugby Championship
