date,year,team,opponent,team_score,opponent_score,margin,result,tournament,elo_pre,elo_post,elo_delta
2014-11-15,2014,Australia,France,26,29,-3,Loss,2014 Autumn International,1654.4393409710403,1631.873151835134,-22.56618913590637
2014-11-15,2014,Argentina,Italy,20,18,2,Win,2014 end of year test,1304.4207773523472,1312.0845885448423,7.663811192495132
2014-11-15,2014,France,Australia,29,26,3,Win,2014 Autumn International,1461.5406543646639,1483.3569522703049,21.816297905641022
2014-11-22,2014,South Africa,Italy,22,6,16,Win,2014 end-of-year test,1727.5991324693607,1728.473639141187,0.8745066718263388
2014-11-22,2014,Argentina,France,18,13,5,Win,2014 Autumn International,1312.0845885448423,1333.9330450234738,21.848456478631533
2014-11-22,2014,Australia,Ireland,23,26,-3,Loss,2014 Autumn International,1631.873151835134,1610.866790682226,-21.006361152907857
2014-11-22,2014,France,Argentina,13,18,-5,Loss,2014 Autumn International,1483.3569522703049,1462.2761727256689,-21.080779544636016
2014-11-22,2014,Ireland,Australia,26,23,3,Win,2014 Autumn International,1484.5069982353964,1504.7339361108184,20.22693787542198
2014-11-22,2014,Italy,South Africa,6,22,-16,Loss,2014 end-of-year test,1118.5950672621236,1117.724824469447,-0.8702427926766632
2014-11-22,2014,New Zealand,Wales,34,16,18,Win,2014 Autumn International,1922.5652436651917,1924.4443946286624,1.8791509634706927
2014-11-22,2014,Wales,New Zealand,16,34,-18,Loss,2014 Autumn International,1452.538540479374,1450.678353613096,-1.8601868662778998
2014-11-29,2014,Wales,South Africa,12,6,6,Win,2014 Autumn International,1450.678353613096,1475.6352068084605,24.956853195364374
2014-11-29,2014,South Africa,Wales,6,12,-6,Loss,2014 Autumn International,1728.473639141187,1704.1485427483785,-24.32509639280852
2014-11-29,2014,England,Australia,26,17,9,Win,2014 Autumn International,1567.7617831006094,1584.6132859056784,16.851502805069003
2014-11-29,2014,Australia,England,17,26,-9,Loss,2014 Autumn International,1610.866790682226,1594.7354881448352,-16.131302537390866
2015-02-06,2015,England,Wales,21,16,5,Win,2015 Six Nations Championship,1584.6132859056784,1595.0567837659153,10.443497860236903
2015-02-06,2015,Wales,England,16,21,-5,Loss,2015 Six Nations Championship,1475.6352068084605,1465.597161938165,-10.03804487029538
2015-02-07,2015,France,Scotland,15,8,7,Win,2015 Six Nations Championship,1462.2761727256689,1471.0770078824437,8.800835156774838
2015-02-07,2015,Ireland,Italy,26,3,23,Win,2015 Six Nations Championship,1504.7339361108184,1507.6523768965274,2.918440785708981
2015-02-07,2015,Italy,Ireland,3,26,-23,Loss,2015 Six Nations Championship,1117.724824469447,1114.8503450673788,-2.8744794020681184
2015-02-07,2015,Scotland,France,8,15,-7,Loss,2015 Six Nations Championship,1309.5582265825576,1301.0691268831165,-8.489099699441113
2015-02-14,2015,Italy,England,17,47,-30,Loss,2015 Six Nations Championship,1114.8503450673788,1113.0718060542406,-1.7785390131382428
2015-02-14,2015,Ireland,France,18,11,7,Win,2015 Six Nations Championship,1507.6523768965274,1521.0790988245033,13.426721927975905
2015-02-14,2015,England,Italy,47,17,30,Win,2015 Six Nations Championship,1595.0567837659153,1596.8182705253612,1.7614867594459156
2015-02-14,2015,France,Ireland,11,18,-7,Loss,2015 Six Nations Championship,1471.0770078824437,1458.2209898337512,-12.856018048692476
2015-02-15,2015,Scotland,Wales,23,26,-3,Loss,2015 Six Nations Championship,1301.0691268831165,1292.6850715998673,-8.384055283249154
2015-02-15,2015,Wales,Scotland,26,23,3,Win,2015 Six Nations Championship,1465.597161938165,1473.6927904388256,8.095628500660496
2015-02-28,2015,France,Wales,13,20,-7,Loss,2015 Six Nations Championship,1458.2209898337512,1443.8885199709853,-14.332469862765947
2015-02-28,2015,Italy,Scotland,22,19,3,Win,2015 Six Nations Championship,1113.0718060542406,1135.202160051516,22.130353997275506
2015-02-28,2015,Scotland,Italy,19,22,-3,Loss,2015 Six Nations Championship,1292.6850715998673,1271.3162953167075,-21.368776283159832
2015-02-28,2015,Wales,France,20,13,7,Win,2015 Six Nations Championship,1473.6927904388256,1487.4091837154435,13.716393276617964
2015-03-01,2015,Ireland,England,19,9,10,Win,2015 Six Nations Championship,1521.0790988245033,1539.2981902456281,18.21909142112486
2015-03-01,2015,England,Ireland,9,19,-10,Loss,2015 Six Nations Championship,1596.8182705253612,1579.3573715082784,-17.46089901708274
2015-03-14,2015,Scotland,England,13,25,-12,Loss,2015 Six Nations Championship,1271.3162953167075,1266.9620508588644,-4.354244457843151
2015-03-14,2015,Wales,Ireland,23,16,7,Win,2015 Six Nations Championship,1487.4091837154435,1504.6329033893103,17.223719673866754
2015-03-14,2015,England,Scotland,25,13,12,Win,2015 Six Nations Championship,1579.3573715082784,1583.6191446058197,4.261773097541209
2015-03-14,2015,Ireland,Wales,16,23,-7,Loss,2015 Six Nations Championship,1539.2981902456281,1522.8065160934834,-16.491674152144697
2015-03-15,2015,Italy,France,0,29,-29,Loss,2015 Six Nations Championship,1135.202160051516,1130.8617239148311,-4.340436136684957
2015-03-15,2015,France,Italy,29,0,29,Win,2015 Six Nations Championship,1443.8885199709853,1448.1370192876125,4.248499316627203
2015-03-21,2015,England,France,55,35,20,Win,2015 Six Nations Championship,1583.6191446058197,1593.0494019590603,9.430257353240677
2015-03-21,2015,France,England,35,55,-20,Loss,2015 Six Nations Championship,1448.1370192876125,1439.0541778604309,-9.08284142718162
2015-03-21,2015,Ireland,Scotland,40,10,30,Win,2015 Six Nations Championship,1522.8065160934834,1528.4022241559403,5.595708062456879
2015-03-21,2015,Italy,Wales,20,61,-41,Loss,2015 Six Nations,1130.8617239148311,1127.7362694233927,-3.125454491438404
2015-03-21,2015,Scotland,Ireland,10,40,-30,Loss,2015 Six Nations Championship,1266.9620508588644,1261.5114905317453,-5.450560327119092
2015-03-21,2015,Wales,Italy,61,20,41,Win,2015 Six Nations,1504.6329033893103,1507.7083419356493,3.075438546339001
2015-07-17,2015,Argentina,New Zealand,18,39,-21,Loss,2015 Rugby Championship,1333.9330450234738,1332.9634838261215,-0.9695611973522773
2015-07-17,2015,New Zealand,Argentina,39,18,21,Win,2015 Rugby Championship,1924.4443946286624,1925.4087330039029,0.9643383752404588
2015-07-18,2015,Australia,South Africa,24,20,4,Win,2015 Rugby Championship,1594.7354881448352,1614.309030341771,19.573542196935705
2015-07-18,2015,South Africa,Australia,20,24,-4,Loss,2015 Rugby Championship,1704.1485427483785,1685.3540549603047,-18.794487788073866
2015-07-25,2015,South Africa,New Zealand,20,27,-7,Loss,2015 Rugby Championship,1685.3540549603047,1679.3327696607923,-6.0212852995123285
2015-07-25,2015,New Zealand,South Africa,27,20,7,Win,2015 Rugby Championship,1925.4087330039029,1931.264931009977,5.856198006074237
2015-07-25,2015,Australia,Argentina,34,9,25,Win,2015 Rugby Championship,1614.309030341771,1619.2670172148069,4.957986873035907
2015-07-25,2015,Argentina,Australia,9,34,-25,Loss,2015 Rugby Championship,1332.9634838261215,1328.1224888833365,-4.840994942785073
2015-08-08,2015,Argentina,South Africa,37,25,12,Win,2015 Rugby Championship,1328.1224888833365,1354.6142787432443,26.49178985990784
2015-08-08,2015,Australia,New Zealand,27,19,8,Win,2015 Rugby Championship,1619.2670172148069,1644.9968727899834,25.729855575176543
2015-08-08,2015,Ireland,Wales,35,21,14,Win,2015 Rugby World Cup warm-up tests,1528.4022241559403,1542.509852454003,14.107628298062764
2015-08-08,2015,New Zealand,Australia,19,27,-8,Loss,2015 Rugby Championship,1931.264931009977,1906.1067550720832,-25.15817593789393
2015-08-08,2015,South Africa,Argentina,25,37,-12,Loss,2015 Rugby Championship,1679.3327696607923,1653.3416953303108,-25.991074330481524
2015-08-08,2015,Wales,Ireland,21,35,-14,Loss,2015 Rugby World Cup warm-up tests,1507.7083419356493,1494.2058389473023,-13.502502988347032
2015-08-15,2015,South Africa,Argentina,26,12,14,Win,2015 Rugby World Cup warm-up match,1653.3416953303108,1657.8993249522175,4.557629621906699
2015-08-15,2015,Scotland,Ireland,22,28,-6,Loss,2015 Rugby World Cup warm-up tests,1261.5114905317453,1256.5452269058517,-4.966263625893589
2015-08-15,2015,New Zealand,Australia,41,13,28,Win,2015 Rugby World Cup warm-up match,1906.1067550720832,1911.5658008853127,5.4590458132295225
2015-08-15,2015,Ireland,Scotland,28,22,6,Win,2015 Rugby World Cup warm-up tests,1542.509852454003,1547.3587729761869,4.848920522183789
2015-08-15,2015,France,England,14,19,-5,Loss,2015 Rugby World Cup warm-up,1439.0541778604309,1430.2989990555695,-8.755178804861316
2015-08-15,2015,England,France,19,14,5,Win,2015 Rugby World Cup warm-up,1593.0494019590603,1601.495413055635,8.446011096574694
2015-08-15,2015,Australia,New Zealand,13,41,-28,Loss,2015 Rugby World Cup warm-up match,1644.9968727899834,1639.6767598929582,-5.320112897025183
2015-08-15,2015,Argentina,South Africa,12,26,-14,Loss,2015 Rugby World Cup warm-up match,1354.6142787432443,1350.1571332216668,-4.457145521577559
2015-08-22,2015,England,France,20,25,-5,Loss,2015 Rugby World Cup warm-up,1601.495413055635,1579.6495523374067,-21.845860718228323
2015-08-22,2015,France,England,25,20,5,Win,2015 Rugby World Cup warm-up,1430.2989990555695,1451.3771318755241,21.07813281995459
2015-08-22,2015,Italy,Scotland,12,16,-4,Loss,2015 Rugby World Cup warm-ups,1127.7362694233927,1118.0558776103167,-9.680391813076085
2015-08-22,2015,Scotland,Italy,16,12,4,Win,2015 Rugby World Cup warm-ups,1256.5452269058517,1265.8639140466044,9.318687140752672
2015-08-29,2015,Scotland,Italy,48,7,41,Win,2015 Rugby World Cup warm-ups,1265.8639140466044,1274.8415423347417,8.977628288137339
2015-08-29,2015,Wales,Ireland,16,10,6,Win,2015 Rugby World Cup warm-up tests,1494.2058389473023,1511.4828984866308,17.277059539328548
2015-08-29,2015,Ireland,Wales,10,16,-6,Loss,2015 Rugby World Cup warm-up tests,1547.3587729761869,1530.815368555283,-16.543404420903926
2015-08-29,2015,Italy,Scotland,7,48,-41,Loss,2015 Rugby World Cup warm-ups,1118.0558776103167,1109.3999569823989,-8.655920627917794
2015-09-05,2015,England,Ireland,21,13,8,Win,2015 Rugby World Cup Warm-up,1579.6495523374067,1592.5549864347317,12.905434097325042
2015-09-05,2015,France,Scotland,19,16,3,Win,2015 Rugby World Cup warm-up,1451.3771318755241,1459.3500592735086,7.972927397984449
2015-09-05,2015,Ireland,England,13,21,-8,Loss,2015 Rugby World Cup Warm-up,1530.815368555283,1518.4531751903837,-12.362193364899213
2015-09-05,2015,Italy,Wales,19,23,-4,Loss,2015 Rugby World Cup warm-up,1109.3999569823989,1106.702266995655,-2.6976899867438533
2015-09-05,2015,Scotland,France,16,19,-3,Loss,2015 Rugby World Cup warm-up,1274.8415423347417,1267.1343858731764,-7.707156461565319
2015-09-05,2015,Wales,Italy,23,19,4,Win,2015 Rugby World Cup warm-up,1511.4828984866308,1514.1427047757838,2.659806289153039
2015-09-19,2015,France,Italy,32,10,22,Win,2015 Rugby World Cup Pool D,1459.3500592735086,1462.8327150101793,3.482655736670722
2015-09-19,2015,Italy,France,10,32,-22,Loss,2015 Rugby World Cup Pool D,1106.702266995655,1103.280852128249,-3.421414867405929
2015-09-20,2015,New Zealand,Argentina,26,16,10,Win,2015 Rugby World Cup Pool match,1911.5658008853127,1912.7054721657428,1.1396712804300932
2015-09-20,2015,Argentina,New Zealand,16,26,-10,Loss,2015 Rugby World Cup Pool match,1350.1571332216668,1349.024632929488,-1.1325002921787473
2015-09-26,2015,Wales,England,28,25,3,Win,2015 Rugby World Cup Pool A,1514.1427047757838,1532.4717048084374,18.32900003265354
2015-09-26,2015,England,Wales,25,28,-3,Loss,2015 Rugby World Cup Pool A,1592.5549864347317,1574.9865357952988,-17.568450639432967
2015-10-03,2015,Australia,England,33,13,20,Win,2015 Rugby World Cup Pool match,1639.6767598929582,1651.9156918084823,12.238931915524063
2015-10-03,2015,England,Australia,13,33,-20,Loss,2015 Rugby World Cup Pool match,1574.9865357952988,1563.254600630116,-11.731935165182676
2015-10-03,2015,Scotland,South Africa,16,34,-18,Loss,2015 Rugby World Cup,1267.1343858731764,1264.2724105469056,-2.8619753262707945
2015-10-03,2015,South Africa,Scotland,34,16,18,Win,2015 Rugby World Cup,1657.8993249522175,1660.7189311627596,2.8196062105421333
2015-10-04,2015,Ireland,Italy,16,9,7,Win,2015 Rugby World Cup Pool D,1518.4531751903837,1520.971503456224,2.518328265840182
2015-10-04,2015,Italy,Ireland,9,16,-7,Loss,2015 Rugby World Cup Pool D,1103.280852128249,1100.795765557834,-2.4850865704149783
2015-10-10,2015,Australia,Wales,15,6,9,Win,2015 Rugby World Cup Pool match,1651.9156918084823,1661.9528750502584,10.03718324177612
2015-10-10,2015,Wales,Australia,6,15,-9,Loss,2015 Rugby World Cup Pool match,1532.4717048084374,1522.816667260503,-9.655037547934398
2015-10-11,2015,France,Ireland,9,24,-15,Loss,2015 Rugby World Cup Pool D,1462.8327150101793,1450.3195992216274,-12.513115788551886
2015-10-11,2015,Ireland,France,24,9,15,Win,2015 Rugby World Cup Pool D,1520.971503456224,1532.9625769559038,11.991073499679942
2015-10-17,2015,Wales,South Africa,19,23,-4,Loss,2015 Rugby World Cup Quarter-final,1522.816667260503,1513.4762558002997,-9.340411460203313
2015-10-17,2015,South Africa,Wales,23,19,4,Win,2015 Rugby World Cup Quarter-final,1660.7189311627596,1669.7170468637976,8.998115701037932
2015-10-17,2015,New Zealand,France,62,13,49,Win,2015 Rugby World Cup Quarter-final,1912.7054721657428,1914.6636054027965,1.9581332370537439
2015-10-17,2015,France,New Zealand,13,62,-49,Loss,2015 Rugby World Cup Quarter-final,1450.3195992216274,1448.3819964275958,-1.9376027940315907
2015-10-18,2015,Argentina,Ireland,43,20,23,Win,2015 Rugby World Cup quarter-final,1349.024632929488,1371.2986507415453,22.27401781205731
2015-10-18,2015,Australia,Scotland,35,34,1,Win,2015 Rugby World Cup Quarter-final,1661.9528750502584,1664.7134340276352,2.7605589773768315
2015-10-18,2015,Ireland,Argentina,20,43,-23,Loss,2015 Rugby World Cup quarter-final,1532.9625769559038,1511.446591810358,-21.515985145545756
2015-10-18,2015,Scotland,Australia,34,35,-1,Loss,2015 Rugby World Cup Quarter-final,1264.2724105469056,1261.5514256707304,-2.72098487617518
2015-10-24,2015,New Zealand,South Africa,20,18,2,Win,2015 Rugby World Cup Semi-final,1914.6636054027965,1920.5505053189506,5.886899916154107
2015-10-24,2015,South Africa,New Zealand,18,20,-2,Loss,2015 Rugby World Cup Semi-final,1669.7170468637976,1663.9888450947433,-5.728201769054294
2015-10-25,2015,Argentina,Australia,15,29,-14,Loss,2015 Rugby World Cup Semi-finals,1371.2986507415453,1366.6215523215294,-4.677098420015909
2015-10-25,2015,Australia,Argentina,29,15,14,Win,2015 Rugby World Cup Semi-finals,1664.7134340276352,1669.2852223483144,4.571788320679161
2015-10-30,2015,South Africa,Argentina,24,13,11,Win,2015 Rugby World Cup Bronze final,1663.9888450947433,1668.5768200878533,4.587974993110038
2015-10-30,2015,Argentina,South Africa,13,24,-11,Loss,2015 Rugby World Cup Bronze final,1366.6215523215294,1362.1352789970927,-4.486273324436752
2015-10-31,2015,Australia,New Zealand,17,34,-17,Loss,2015 Rugby World Cup Final,1669.2852223483144,1663.5685319821152,-5.7166903661991455
2015-10-31,2015,New Zealand,Australia,34,17,17,Win,2015 Rugby World Cup Final,1920.5505053189506,1926.1164680979577,5.565962779007123
2016-02-06,2016,England,Scotland,15,9,6,Win,2016 Six Nations Championship,1563.254600630116,1567.746413515872,4.491812885755962
2016-02-06,2016,France,Italy,23,21,2,Win,2016 Six Nations Championship,1448.3819964275958,1451.95535352637,3.5733570987740677
2016-02-06,2016,Italy,France,21,23,-2,Loss,2016 Six Nations Championship,1100.795765557834,1097.2866512973897,-3.5091142604444485
2016-02-06,2016,Scotland,England,9,15,-6,Loss,2016 Six Nations Championship,1261.5514256707304,1257.1574755936942,-4.393950077036152
2016-02-07,2016,Ireland,Wales,16,16,0,Draw,2016 Six Nations Championship,1511.446591810358,1511.534218451927,0.08762664156893152
2016-02-07,2016,Wales,Ireland,16,16,0,Draw,2016 Six Nations Championship,1513.4762558002997,1513.3924121813436,-0.08384361895605252
2016-02-13,2016,Wales,Scotland,27,23,4,Win,2016 Six Nations Championship,1513.3924121813436,1518.9778958210907,5.5854836397470535
2016-02-13,2016,Scotland,Wales,23,27,-4,Loss,2016 Six Nations Championship,1257.1574755936942,1251.7166714561567,-5.440804137537498
2016-02-13,2016,France,Ireland,10,9,1,Win,2016 Six Nations Championship,1451.95535352637,1469.502660012756,17.547306486386105
2016-02-13,2016,Ireland,France,9,10,-1,Loss,2016 Six Nations Championship,1511.534218451927,1494.7283713404383,-16.805847111488674
2016-02-14,2016,England,Italy,40,9,31,Win,2016 Six Nations Championship,1567.746413515872,1569.6211781809893,1.8747646651172545
2016-02-14,2016,Italy,England,9,40,-31,Loss,2016 Six Nations Championship,1097.2866512973897,1095.4307654240552,-1.8558858733345005
2016-02-26,2016,France,Wales,10,19,-9,Loss,2016 Six Nations Championship,1469.502660012756,1456.624355681064,-12.878304331692107
2016-02-26,2016,Wales,France,19,10,9,Win,2016 Six Nations Championship,1518.9778958210907,1531.3144116970075,12.336515875916803
2016-02-27,2016,Scotland,Italy,36,20,16,Win,2016 Six Nations Championship,1251.7166714561567,1260.390319665207,8.67364820905027
2016-02-27,2016,England,Ireland,21,10,11,Win,2016 Six Nations Championship,1569.6211781809893,1581.4369625303625,11.815784349373189
2016-02-27,2016,Ireland,England,10,21,-11,Loss,2016 Six Nations Championship,1494.7283713404383,1483.396050689216,-11.33232065122229
2016-02-27,2016,Italy,Scotland,20,36,-16,Loss,2016 Six Nations Championship,1095.4307654240552,1087.0617078469463,-8.369057577108833
2016-03-12,2016,Ireland,Italy,58,15,43,Win,2016 Six Nations Championship,1483.396050689216,1486.1760940628294,2.7800433736133527
2016-03-12,2016,Italy,Ireland,15,58,-43,Loss,2016 Six Nations Championship,1087.0617078469463,1084.3217690552144,-2.739938791731902
2016-03-12,2016,England,Wales,25,21,4,Win,2016 Six Nations Championship,1581.4369625303625,1594.287886407752,12.850923877389505
2016-03-12,2016,Wales,England,21,25,-4,Loss,2016 Six Nations Championship,1531.3144116970075,1519.00380843085,-12.310603266157386
2016-03-13,2016,France,Scotland,18,29,-11,Loss,2016 Six Nations Championship,1456.624355681064,1433.951326436979,-22.673029244085
2016-03-13,2016,Scotland,France,29,18,11,Win,2016 Six Nations Championship,1260.390319665207,1282.316752453091,21.926432787884096
2016-03-19,2016,Scotland,Ireland,25,35,-10,Loss,2016 Six Nations Championship,1282.316752453091,1275.2301117894513,-7.086640663639855
2016-03-19,2016,Wales,Italy,67,14,53,Win,2016 Six Nations,1519.00380843085,1521.2748663110353,2.2710578801852535
2016-03-19,2016,Italy,Wales,14,67,-53,Loss,2016 Six Nations,1084.3217690552144,1082.0780019357248,-2.2437671194895756
2016-03-19,2016,Ireland,Scotland,35,25,10,Win,2016 Six Nations Championship,1486.1760940628294,1493.0443128392587,6.86821877642933
2016-03-19,2016,France,England,21,31,-10,Loss,2016 Six Nations Championship,1433.951326436979,1425.4207414892253,-8.530584947753596
2016-03-19,2016,England,France,31,21,10,Win,2016 Six Nations Championship,1594.287886407752,1602.5218850305055,8.233998622753461
2016-05-29,2016,England,Wales,27,13,14,Win,2016 Summer International,1602.5218850305055,1614.0767404700896,11.554855439584117
2016-05-29,2016,Wales,England,13,27,-14,Loss,2016 Summer International,1521.2748663110353,1510.1888047522734,-11.086061558761912
2016-06-11,2016,South Africa,Ireland,20,26,-6,Loss,2016 Ireland rugby union tour of South Africa,1668.5768200878533,1646.5835954211736,-21.99322466667968
2016-06-11,2016,New Zealand,Wales,39,21,18,Win,2016 Wales tour of New Zealand,1926.1164680979577,1928.6247837619894,2.50831566403167
2016-06-11,2016,Italy,Argentina,24,30,-6,Loss,2016 mid year test,1082.0780019357248,1077.0892474941422,-4.988754441582614
2016-06-11,2016,Wales,New Zealand,21,39,-18,Loss,2016 Wales tour of New Zealand,1510.1888047522734,1507.7134796263197,-2.475325125953759
2016-06-11,2016,England,Australia,39,28,11,Win,2016 England tour of Australia,1614.0767404700896,1631.199136600458,17.122396130368315
2016-06-11,2016,Australia,England,28,39,-11,Loss,2016 England tour of Australia,1663.5685319821152,1647.1750622947889,-16.393469687326387
2016-06-11,2016,Argentina,Italy,30,24,6,Win,2016 mid year test,1362.1352789970927,1367.0057341042436,4.870455107150974
2016-06-11,2016,Ireland,South Africa,26,20,6,Win,2016 Ireland rugby union tour of South Africa,1493.0443128392587,1514.2728523710507,21.228539531791967
2016-06-18,2016,Australia,England,7,23,-16,Loss,2016 England tour of Australia,1647.1750622947889,1631.4858118493494,-15.689250445439484
2016-06-18,2016,England,Australia,23,7,16,Win,2016 England tour of Australia,1631.199136600458,1646.2115133630484,15.01237676259052
2016-06-18,2016,Ireland,South Africa,26,32,-6,Loss,2016 Ireland rugby union tour of South Africa,1514.2728523710507,1504.7241551759519,-9.548697195098839
2016-06-18,2016,New Zealand,Wales,36,22,14,Win,2016 Wales tour of New Zealand,1928.6247837619894,1931.0679398600823,2.4431560980929135
2016-06-18,2016,South Africa,Ireland,32,26,6,Win,2016 Ireland rugby union tour of South Africa,1646.5835954211736,1655.7781165569206,9.194521135746982
2016-06-18,2016,Wales,New Zealand,22,36,-14,Loss,2016 Wales tour of New Zealand,1507.7134796263197,1505.301700440373,-2.4117791859466706
2016-06-19,2016,Argentina,France,30,19,11,Win,2016 France tour of Argentina,1367.0057341042436,1384.5042143224962,17.498480218252553
2016-06-19,2016,France,Argentina,19,30,-11,Loss,2016 France tour of Argentina,1425.4207414892253,1408.6623545980442,-16.75838689118109
2016-06-25,2016,South Africa,Ireland,19,13,6,Win,2016 Ireland rugby union tour of South Africa,1655.7781165569206,1664.6386392372651,8.860522680344502
2016-06-25,2016,Wales,New Zealand,6,46,-40,Loss,2016 Wales tour of New Zealand,1505.301700440373,1502.9205340947683,-2.381166345604697
2016-06-25,2016,New Zealand,Wales,46,6,40,Win,2016 Wales tour of New Zealand,1931.0679398600823,1933.419230668927,2.351290808844624
2016-06-25,2016,Ireland,South Africa,13,19,-6,Loss,2016 Ireland rugby union tour of South Africa,1504.7241551759519,1496.1787296293433,-8.545425546608612
2016-06-25,2016,England,Australia,44,40,4,Win,2016 England tour of Australia,1646.2115133630484,1660.5761341430696,14.364620780021141
2016-06-25,2016,Australia,England,40,44,-4,Loss,2016 England tour of Australia,1631.4858118493494,1617.738815331342,-13.746996518007336
2016-06-25,2016,Argentina,France,0,27,-27,Loss,2016 France tour of Argentina,1384.5042143224962,1370.5455274397411,-13.958686882755046
2016-06-25,2016,France,Argentina,27,0,27,Win,2016 France tour of Argentina,1408.6623545980442,1422.0232895847316,13.360934986687425
2016-08-20,2016,Argentina,South Africa,23,30,-7,Loss,2016 Rugby Championship,1370.5455274397411,1365.88382405911,-4.661703380631025
2016-08-20,2016,Australia,New Zealand,8,42,-34,Loss,2016 Rugby Championship,1617.738815331342,1613.5457188136086,-4.193096517733466
2016-08-20,2016,New Zealand,Australia,42,8,34,Win,2016 Rugby Championship,1933.419230668927,1937.5260175518595,4.106786882932511
2016-08-20,2016,South Africa,Argentina,30,23,7,Win,2016 Rugby Championship,1664.6386392372651,1669.1956592725453,4.557020035280175
2016-08-27,2016,South Africa,Argentina,24,26,-2,Loss,2016 Rugby Championship,1669.1956592725453,1643.6522196083974,-25.543439664147854
2016-08-27,2016,Argentina,South Africa,26,24,2,Win,2016 Rugby Championship,1365.88382405911,1390.8400278150505,24.95620375594035
2016-08-27,2016,Australia,New Zealand,9,29,-20,Loss,2016 Rugby Championship,1613.5457188136086,1609.522011180879,-4.023707632729611
2016-08-27,2016,New Zealand,Australia,29,9,20,Win,2016 Rugby Championship,1937.5260175518595,1941.4697085565895,3.943691004729999
2016-09-10,2016,South Africa,Australia,17,23,-6,Loss,2016 Rugby Championship,1643.6522196083974,1627.183421679938,-16.46879792845948
2016-09-10,2016,New Zealand,Argentina,57,22,35,Win,2016 Rugby Championship,1941.4697085565895,1942.679393340819,1.2096847842294665
2016-09-10,2016,Argentina,New Zealand,22,57,-35,Loss,2016 Rugby Championship,1390.8400278150505,1389.6384011856596,-1.2016266293908302
2016-09-10,2016,Australia,South Africa,23,17,6,Win,2016 Rugby Championship,1609.522011180879,1625.2838594590369,15.761848278157913
2016-09-17,2016,Argentina,Australia,20,36,-16,Loss,2016 Rugby Championship,1389.6384011856596,1383.4940324845309,-6.144368701128769
2016-09-17,2016,Australia,Argentina,36,20,16,Win,2016 Rugby Championship,1625.2838594590369,1631.2572170839105,5.973357624873643
2016-09-17,2016,New Zealand,South Africa,41,13,28,Win,2016 Rugby Championship,1942.679393340819,1946.876321060693,4.196927719874111
2016-09-17,2016,South Africa,New Zealand,13,41,-28,Loss,2016 Rugby Championship,1627.183421679938,1623.072948127186,-4.110473552751955
2016-10-01,2016,New Zealand,Argentina,36,17,19,Win,2016 Rugby Championship,1946.876321060693,1948.003601500032,1.127280439338847
2016-10-01,2016,Argentina,New Zealand,17,36,-19,Loss,2016 Rugby Championship,1383.4940324845309,1382.3737711755116,-1.12026130901927
2016-10-01,2016,Australia,South Africa,10,18,-8,Loss,2016 Rugby Championship,1631.2572170839105,1615.9039391312915,-15.35327795261901
2016-10-01,2016,South Africa,Australia,18,10,8,Win,2016 Rugby Championship,1623.072948127186,1637.7634810476395,14.690532920453506
2016-10-08,2016,South Africa,New Zealand,15,57,-42,Loss,2016 Rugby Championship,1637.7634810476395,1633.4561443223663,-4.307336725273217
2016-10-08,2016,New Zealand,South Africa,57,15,42,Win,2016 Rugby Championship,1948.003601500032,1952.220277759427,4.216676259395172
2016-10-08,2016,Argentina,Australia,21,33,-12,Loss,2016 Rugby Championship,1382.3737711755116,1376.1696946767252,-6.204076498786435
2016-10-08,2016,Australia,Argentina,33,21,12,Win,2016 Rugby Championship,1615.9039391312915,1621.9341067685393,6.030167637247814
2016-10-22,2016,Australia,New Zealand,10,37,-27,Loss,2016 Autumn International,1621.9341067685393,1618.0351967188362,-3.8989100497030904
2016-10-22,2016,New Zealand,Australia,37,10,27,Win,2016 Autumn International,1952.220277759427,1956.0436838913627,3.8234061319355988
2016-11-05,2016,Australia,Wales,32,8,24,Win,2016 Autumn International,1618.0351967188362,1628.2395120504514,10.204315331615135
2016-11-05,2016,Ireland,New Zealand,40,29,11,Win,2016 Autumn International,1496.1787296293433,1524.1938673597635,28.015137730420292
2016-11-05,2016,New Zealand,Ireland,29,40,-11,Loss,2016 Autumn International,1956.0436838913627,1928.3492028121393,-27.69448107922335
2016-11-05,2016,Wales,Australia,8,32,-24,Loss,2016 Autumn International,1502.9205340947683,1493.1079516126247,-9.812582482143625
2016-11-12,2016,Australia,Scotland,23,22,1,Win,2016 Autumn International,1628.2395120504514,1631.7157650459826,3.4762529955312402
2016-11-12,2016,Argentina,Wales,20,24,-4,Loss,2016 Autumn International,1376.1696946767252,1366.035943625462,-10.133751051263062
2016-11-12,2016,England,South Africa,37,21,16,Win,2016 Autumn International,1660.5761341430696,1674.4076423022611,13.831508159191571
2016-11-12,2016,Italy,New Zealand,10,68,-58,Loss,2016 end-of-year internationals,1077.0892474941422,1076.8675554394915,-0.22169205465070263
2016-11-12,2016,New Zealand,Italy,68,10,58,Win,2016 end-of-year internationals,1928.3492028121393,1928.5706142189372,0.22141140679786986
2016-11-12,2016,Scotland,Australia,22,23,-1,Loss,2016 Autumn International,1275.2301117894513,1271.8148900301117,-3.4152217593396017
2016-11-12,2016,South Africa,England,21,37,-16,Loss,2016 Autumn International,1633.4561443223663,1620.2160202596867,-13.24012406267957
